,parents_id,reply_id,user_name,date,content,likes,replies,retweets,quote_tweets,date_only,day_name,day_index,popularity_score,controversiality_score,hour
84,1626493004130422784,1627739478046519297,kcoolj,2023-02-21 01:38:28+07:00,@cnbcindonesia Ahahahahahaha,0,0,0,0,2023-02-20,Monday,1,0,0,1
85,1626493004130422784,1627627894355922944,deddy_zein,2023-02-20 18:15:04+07:00,@cnbcindonesia Jutaan org kena tipu,0,0,0,0,2023-02-20,Monday,1,0,0,18
86,1626493004130422784,1627578917052882946,MJ_Papua,2023-02-20 15:00:27+07:00,@cnbcindonesia Berarti itu bkn mobnas. Namanya mobnas hrs dibuat di dlm negeri oleh anak2 negeri. Klo import itu sich....🤔🤫,0,0,0,0,2023-02-20,Monday,1,0,0,15
87,1626493004130422784,1627471238238191616,star_glorryyy,2023-02-20 07:52:34+07:00,"@cnbcindonesia Yoo gk kaget, udh tau dr dulu 🤣",0,1,0,0,2023-02-20,Monday,1,0,1,7
88,1626493004130422784,1627459311067869185,DAgusPadilah1,2023-02-20 07:05:11+07:00,@cnbcindonesia https://t.co/qgoSvBZB3a,0,0,0,0,2023-02-20,Monday,1,0,0,7
89,1626493004130422784,1627458504956215296,gustjahSaja,2023-02-20 07:01:58+07:00,"@cnbcindonesia Kaga' kaget, emang sudah biasa satu guru satu jurus ...🙄😛",0,0,0,0,2023-02-20,Monday,1,0,0,7
90,1626493004130422784,1627448491801976832,Andrirafly3,2023-02-20 06:22:11+07:00,"@cnbcindonesia @Rozi_Handri kalian aja yang sebagai pers, yang katanya pilar demokrasi tapi tidak mencari kebenaran esemka.

rasanya dah lama sebagaian masyarakat bilang kalau Mantan Walikota Solo itu Menipu Seluruh Rakyat Indonesia",2,0,0,0,2023-02-19,Sunday,7,2,0,6
91,1626493004130422784,1627421361554726912,dparansa,2023-02-20 04:34:23+07:00,@cnbcindonesia @RamliRizal Mobnas tp produksinya di China? 🤣🤣🤣,0,0,0,0,2023-02-19,Sunday,7,0,0,4
92,1626493004130422784,1627382412325036034,zulkifl48777634,2023-02-20 01:59:37+07:00,@cnbcindonesia Waktu msh ada.mobil Bimantara/Timor elo kaget?,0,0,0,0,2023-02-19,Sunday,7,0,0,1
93,1626493004130422784,1627358773399654402,AidilAz44592511,2023-02-20 00:25:41+07:00,@cnbcindonesia Kenapa nggak ada malunya ya bohong terus... Kata salesnya buatan Endonesa rupanya buatan khalak Cino...,0,0,0,0,2023-02-19,Sunday,7,0,0,0
94,1626493004130422784,1627327937094770688,JrJaelan,2023-02-19 22:23:09+07:00,@cnbcindonesia Pembodohan publik.,0,0,0,0,2023-02-19,Sunday,7,0,0,22
95,1626493004130422784,1627324639482617856,joey_slim,2023-02-19 22:10:02+07:00,"@cnbcindonesia saddened, thx kanselir tiongkog",0,0,0,0,2023-02-19,Sunday,7,0,0,22
96,1626493004130422784,1627289992962932736,rt_waklabu,2023-02-19 19:52:22+07:00,@cnbcindonesia Kalok gitu ini satu2nya manusia yg membohongi seluruh rakyat Indonesia ya Min 🤔 https://t.co/MUhRkftQ8T,0,0,0,0,2023-02-19,Sunday,7,0,0,19
97,1626493004130422784,1627288887159832578,soncukkk,2023-02-19 19:47:58+07:00,@cnbcindonesia Bukannya emg dari dulu? Kok bisa media telat gini dapet infonya? Ada apa?,0,0,0,0,2023-02-19,Sunday,7,0,0,19
98,1626493004130422784,1627221653745983489,AntiRibaPropert,2023-02-19 15:20:49+07:00,@cnbcindonesia Kok baru kagetnya 😱😱😱😱,0,0,0,0,2023-02-19,Sunday,7,0,0,15
99,1626493004130422784,1627216992657895424,fergianto,2023-02-19 15:02:17+07:00,@cnbcindonesia Kok kaget sih?,0,0,0,0,2023-02-19,Sunday,7,0,0,15
100,1626493004130422784,1627211025639702533,antoanto_,2023-02-19 14:38:35+07:00,@cnbcindonesia CNBC pura² kaget nih 😂,0,0,0,0,2023-02-19,Sunday,7,0,0,14
101,1626493004130422784,1627203933310693376,saif_syadiri,2023-02-19 14:10:24+07:00,@cnbcindonesia @RamliRizal Walah....,0,0,0,0,2023-02-19,Sunday,7,0,0,14
102,1626493004130422784,1627192707872595968,OnlyOnesia,2023-02-19 13:25:47+07:00,@cnbcindonesia https://t.co/FAgovxKa2V,0,0,0,0,2023-02-19,Sunday,7,0,0,13
103,1626493004130422784,1627186920781647875,ikloshye,2023-02-19 13:02:48+07:00,@cnbcindonesia 🤣🤣🤣,0,0,0,0,2023-02-19,Sunday,7,0,0,13
104,1626493004130422784,1627184345340596226,suryaMTQ,2023-02-19 12:52:34+07:00,@cnbcindonesia Ah saya mah engga kaget sih.,0,0,0,0,2023-02-19,Sunday,7,0,0,12
105,1626493004130422784,1627179456241737729,fyasof83,2023-02-19 12:33:08+07:00,@cnbcindonesia Mbarke wae..suk nek mati di sampluki moloikat cocote... mbodhoni wong sak Indonesia,0,0,0,0,2023-02-19,Sunday,7,0,0,12
106,1626493004130422784,1627171161426771970,ariomalv,2023-02-19 12:00:10+07:00,@cnbcindonesia “karya anak bangsa”,0,0,0,0,2023-02-19,Sunday,7,0,0,12
107,1626493004130422784,1627168409225158658,lilazeebs,2023-02-19 11:49:14+07:00,@cnbcindonesia jadi ... yang penting ada dulu fisiknya .. biar gak ditanya2 lagi sama oposisi 😀,0,0,0,0,2023-02-19,Sunday,7,0,0,11
108,1626493004130422784,1627161699353776129,smogberh,2023-02-19 11:22:34+07:00,@cnbcindonesia https://t.co/RTsMluqZAE,0,0,0,0,2023-02-19,Sunday,7,0,0,11
109,1626493004130422784,1627158820987473920,rzlhmdfz,2023-02-19 11:11:08+07:00,@cnbcindonesia Siapa yg terkejut???,0,0,0,0,2023-02-19,Sunday,7,0,0,11
110,1626493004130422784,1627150807283154945,Akairinggo1,2023-02-19 10:39:18+07:00,@cnbcindonesia *mencoba terkedjoet,0,0,0,0,2023-02-19,Sunday,7,0,0,10
111,1626493004130422784,1627149902018121728,dext_r212,2023-02-19 10:35:42+07:00,@cnbcindonesia Kaget https://t.co/FyaF2xaADj,0,0,0,0,2023-02-19,Sunday,7,0,0,10
112,1626493004130422784,1627147680802807808,firman2942,2023-02-19 10:26:52+07:00,"@cnbcindonesia Ngak heran ya @ch_chotimah2 ,",0,0,0,0,2023-02-19,Sunday,7,0,0,10
113,1626493004130422784,1627144580662726657,pras18ter,2023-02-19 10:14:33+07:00,"@cnbcindonesia Masih aja pada bilang gitu yah. Padahal sudah dibantah oleh Kominfo
https://t.co/Stk9URC446",1,5,2,1,2023-02-19,Sunday,7,3,6,10
114,1626493004130422784,1627139195981668357,jandurat12,2023-02-19 09:53:09+07:00,@cnbcindonesia Mobil ajaib..wkwkwk,0,0,0,0,2023-02-19,Sunday,7,0,0,9
